0.000000	0.000000	0.000010	
1.000000	0.000000	0.000010	
2.000000	0.000000	0.000020	
3.000000	0.000000	0.000030	
4.000000	0.000000	0.000030	
5.000000	0.000000	0.000030	
6.000000	0.000000	0.000040	
7.000000	0.000000	0.000030	
8.000000	0.000000	0.000030	
9.000000	0.000000	0.000030	
10.000000	0.000000	0.000030	
11.000000	0.000001	0.000050	
12.000000	0.000001	0.000040	
13.000000	0.000002	0.000040	
14.000000	0.000003	0.000060	
15.000000	0.000006	0.000060	
16.000000	0.000009	0.000050	
17.000000	0.000014	0.000070	
18.000000	0.000022	0.000050	
19.000000	0.000034	0.000060	
20.000000	0.000053	0.000060	
21.000000	0.000080	0.000050	
22.000000	0.000124	0.000050	
23.000000	0.000209	0.000060	
24.000000	0.000342	0.000060	
